cluster_id,character,malePercent,femalePercent,nonbinaryPercent,significant,pValue,size,x_nose,y_nose,x_neck,y_neck,x_lshoulder,y_lshoulder,x_rshoulder,y_rshoulder,x_lelbow,y_lelbow,x_relbow,y_relbow,x_lwrist,y_lwrist,x_rwrist,y_rwrist,x_midhip,y_midhip,x_lhip,y_lhip,x_rhip,y_rhip,x_lknee,y_lknee,x_rknee,y_rknee,x_lankle,y_lankle,x_rankle,y_rankle,x_bigtoe,y_bigtoe,x_rbigtoe,y_rbigtoe
141,feminine,13.9,82.4,3.7,1,1.8071757356206426e-09,108,0.060076,-0.369048,0.063737,-0.327632,0.097447,-0.327251,0.029751,-0.328100,0.111907,-0.266176,0.009102,-0.278340,0.107484,-0.214196,0.014403,-0.307975,0.062768,-0.210380,0.083862,-0.210118,0.041529,-0.210500,0.075324,-0.122347,0.050828,-0.121291,0.065169,-0.038791,0.068667,-0.038401,0.058200,-0.010096,0.069378,-0.008355
142,neutral,16.7,83.3,0.0,0,,24,0.058998,-0.333127,0.055160,-0.289995,0.089476,-0.293511,0.019043,-0.288528,0.109947,-0.242302,0.005815,-0.227785,0.107701,-0.235386,0.035966,-0.218617,0.068185,-0.186632,0.090172,-0.189295,0.045149,-0.183408,0.134799,-0.147668,0.122754,-0.192547,0.126572,-0.034995,0.191486,-0.102878,0.148173,0.000000,0.239675,-0.086701
143,neutral,12.5,83.3,4.2,0,,24,0.173844,-0.309349,0.181921,-0.266209,0.216134,-0.263544,0.148386,-0.268777,0.217850,-0.208968,0.128764,-0.219542,0.196833,-0.188106,0.126905,-0.207143,0.168447,-0.156564,0.189611,-0.151945,0.146457,-0.161370,0.111197,-0.151290,0.095013,-0.133151,0.045347,-0.055128,0.101797,-0.032911,0.000953,-0.043373,0.083029,-0.001397
144,feminine,10.5,84.2,5.3,1,3.033816893536555e-06,57,0.056743,-0.346416,0.060490,-0.310343,0.086854,-0.303431,0.033766,-0.317628,0.094728,-0.248159,0.006098,-0.345053,0.074994,-0.221377,0.023768,-0.373853,0.052706,-0.202528,0.069892,-0.200466,0.035160,-0.204347,0.061490,-0.114528,0.038716,-0.119158,0.062926,-0.028040,0.057374,-0.042293,0.044969,-0.004379,0.045901,-0.018650
145,feminine,13.9,84.3,1.9,1,2.981612024821623e-10,108,0.068070,-0.354623,0.070051,-0.316216,0.103930,-0.317517,0.036141,-0.315464,0.125551,-0.270111,0.010640,-0.266625,0.114131,-0.294133,0.014866,-0.280856,0.071603,-0.204652,0.093182,-0.204889,0.049741,-0.204269,0.090198,-0.116092,0.057363,-0.116280,0.084483,-0.034650,0.068740,-0.036804,0.082469,-0.005718,0.070413,-0.010185
146,feminine,12.0,86.0,2.0,1,1.7784435981787287e-15,150,0.045841,-0.384527,0.050953,-0.340638,0.084467,-0.340387,0.018117,-0.340799,0.096662,-0.278039,0.007361,-0.280239,0.080564,-0.232549,0.007668,-0.233343,0.046581,-0.223767,0.066683,-0.222853,0.026378,-0.224238,0.047777,-0.129259,0.040101,-0.130443,0.032789,-0.032943,0.062682,-0.042519,0.016462,-0.004009,0.059390,-0.014056
147,feminine,9.9,86.8,3.3,1,3.2293614697963193e-26,242,0.046517,-0.386877,0.048356,-0.340957,0.084133,-0.342120,0.012952,-0.340272,0.096158,-0.280513,0.003089,-0.275949,0.095944,-0.226786,0.004555,-0.220591,0.050099,-0.225041,0.072487,-0.225319,0.027784,-0.224634,0.068379,-0.129079,0.034434,-0.128385,0.063998,-0.036182,0.041607,-0.034904,0.062015,-0.005134,0.041337,-0.005611
148,feminine,6.0,88.0,6.0,1,5.924926505046964e-07,50,0.054644,-0.365139,0.052852,-0.321137,0.092135,-0.320688,0.013568,-0.321494,0.098799,-0.257593,0.005151,-0.256879,0.079068,-0.233696,0.034027,-0.240626,0.049330,-0.214637,0.075841,-0.214481,0.021884,-0.214559,0.059672,-0.156590,0.062830,-0.199301,0.058887,-0.036862,0.113729,-0.087873,0.050976,0.000000,0.144324,-0.054691
149,feminine,6.2,91.2,2.5,1,2.366897658642439e-11,80,0.047593,-0.369768,0.044499,-0.328776,0.073988,-0.331514,0.014729,-0.326986,0.095397,-0.290238,0.005668,-0.265317,0.090503,-0.319871,0.013459,-0.215338,0.048591,-0.215720,0.066682,-0.216581,0.031538,-0.214616,0.053676,-0.125004,0.047080,-0.124877,0.033476,-0.043119,0.063121,-0.032836,0.034574,-0.015431,0.078161,-0.005635
150,neutral,0.0,100.0,0.0,0,,7,0.206033,-0.194941,0.206278,-0.154145,0.240987,-0.153127,0.168522,-0.154770,0.244190,-0.086856,0.161171,-0.092869,0.229609,-0.034494,0.166724,-0.039678,0.204862,-0.065619,0.228873,-0.065950,0.180686,-0.065668,0.294408,-0.044780,0.109853,-0.041631,0.349371,-0.017229,0.036814,-0.005717,0.381202,-0.026946,0.000000,-0.017567
